slot,candidate_id,selected,score,mask_id,fixed_lights,inventory_n_t_p,solution,legal_sockets,search_space,exact_survivors,shape_without_mask_survivors,tall_substitute_survivors,plate_substitute_survivors,fog_removes_shortcut,first_cell,first_survivors,reasoning_signature
GR36,gr36-001,False,2041.0,NARROW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"A2:normal,E2:normal,D2:tall,C2:plate_h",15,32760,1,3,0,0,False,B2,5184,OVERLAP/TALL/PLATE
GR36,gr36-011,False,2041.0,DIAMOND,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"C1:normal,B4:normal,C2:tall,E3:plate_v",13,17160,1,2,0,0,False,C4,4664,OVERLAP/TALL/PLATE
GR36,gr36-012,False,2041.0,DIAMOND,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"D2:normal,A3:normal,B3:tall,C5:plate_h",13,17160,1,2,0,0,False,D3,4664,OVERLAP/TALL/PLATE
GR34,gr34-007,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"C1:normal,E3:normal,B1:tall,E5:plate_v",16,43680,1,2,0,0,False,D1,2392,OVERLAP/TALL/PLATE
GR34,gr34-008,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"E3:normal,C5:normal,B1:tall,E1:plate_v",16,43680,1,2,0,0,False,D1,2392,OVERLAP/TALL/PLATE
GR35,gr35-007,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"A3:normal,C5:normal,E4:tall,A1:plate_v",16,43680,1,2,0,0,False,C4,910,OVERLAP/TALL/PLATE
GR35,gr35-008,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"C1:normal,E3:normal,D5:tall,A1:plate_h",16,43680,1,2,0,0,False,D3,910,OVERLAP/TALL/PLATE
GR36,gr36-007,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"E3:normal,C5:normal,D1:tall,A5:plate_h",16,43680,1,2,0,0,False,D3,910,OVERLAP/TALL/PLATE
GR36,gr36-008,False,2039.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"C1:normal,E3:normal,D5:tall,E5:plate_v",16,43680,1,2,0,0,False,D3,910,OVERLAP/TALL/PLATE
GR32,gr32-002,False,2036.92,NARROW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"A2:normal,C2:tall,A4:plate_v",15,5460,1,2,0,0,False,B2,492,OVERLAP/TALL/PLATE
GR32,gr32-011,False,2033.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"A4:normal,E5:tall,C4:plate_h",21,15960,1,2,0,0,False,C5,897,OVERLAP/TALL/PLATE
GR32,gr32-016,False,2033.0,WINDOW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"B5:normal,A1:tall,B3:plate_v",18,9792,1,2,0,0,False,A3,618,OVERLAP/TALL/PLATE
GR36,gr36-013,False,2031.68,FORK,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"A2:normal,A4:normal,A5:tall,E2:plate_v",17,57120,1,2,0,0,False,A3,168,OVERLAP/TALL/PLATE
GR32,gr32-015,False,2031.08,WINDOW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"D1:normal,A1:tall,D3:plate_v",18,9792,1,2,0,0,False,C1,308,OVERLAP/TALL/PLATE
GR32,gr32-009,False,2029.35,FORK,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"C4:normal,A5:tall,E2:plate_v",17,8160,1,2,0,0,False,C5,135,OVERLAP/TALL/PLATE
GR34,gr34-005,True,2029.0,CORNER,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"B1:normal,A3:normal,D4:tall,B3:plate_v",16,43680,1,2,0,0,False,D2,5460,SHADOW/TALL/PLATE
GR34,gr34-015,False,2029.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"A1:normal,A4:normal,B4:tall,C4:plate_h",21,143640,1,2,0,0,False,A5,45360,SHADOW/TALL/PLATE
GR35,gr35-016,False,2029.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"E4:normal,E5:normal,B1:tall,C4:plate_h",21,143640,1,2,0,0,False,A1,45360,SHADOW/TALL/PLATE
GR36,gr36-003,False,2029.0,STAIR,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"B3:normal,E5:normal,D5:tall,B2:plate_h",13,17160,1,2,0,0,False,B5,2640,SHADOW/TALL/PLATE
GR36,gr36-009,False,2029.0,BRIDGE,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"E1:normal,E2:normal,C4:tall,A1:plate_h",19,93024,1,2,0,0,False,E1,29376,SHADOW/TALL/PLATE
GR36,gr36-014,False,2029.0,FORK,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"A4:normal,D4:normal,E1:tall,A2:plate_v",17,57120,1,2,0,0,False,A5,14070,SHADOW/TALL/PLATE
GR36,gr36-015,False,2029.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"C1:normal,E2:normal,B4:tall,C2:plate_h",21,143640,1,2,0,0,False,E1,45360,SHADOW/TALL/PLATE
GR32,gr32-001,False,2027.0,NARROW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"B2:normal,E3:tall,A4:plate_v",15,5460,1,2,0,0,False,B1,1196,SHADOW/TALL/PLATE
GR32,gr32-003,False,2027.0,STAIR,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"D3:normal,B1:tall,D4:plate_h",13,3432,1,2,0,0,False,D1,528,SHADOW/TALL/PLATE
GR32,gr32-004,False,2027.0,STAIR,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"B3:normal,D5:tall,B2:plate_h",13,3432,1,2,0,0,False,B5,528,SHADOW/TALL/PLATE
GR32,gr32-012,False,2027.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"E2:normal,B4:tall,C2:plate_h",21,15960,1,2,0,0,False,E1,4034,SHADOW/TALL/PLATE
GR32,gr32-013,False,2027.0,BOW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"B3:normal,D5:tall,C1:plate_v",21,15960,1,2,0,0,False,B1,4572,SHADOW/TALL/PLATE
GR32,gr32-014,False,2027.0,BOW,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"B3:normal,D1:tall,C5:plate_v",21,15960,1,2,0,0,False,B1,4572,SHADOW/TALL/PLATE
GR34,gr34-006,False,2027.0,CORNER,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"B2:normal,A5:normal,E5:tall,C5:plate_h",16,43680,1,2,0,0,False,E3,11375,SHADOW/TALL/PLATE
GR34,gr34-009,False,2027.0,BRIDGE,TOP+LEFT+RIGHT+BOTTOM,2/1/1,"E2:normal,E5:normal,A1:tall,C4:plate_h",19,93024,1,2,0,0,False,E1,29376,SHADOW/TALL/PLATE
GR32,gr32-008,False,2025.0,BRIDGE,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"A4:normal,E2:tall,C4:plate_h",19,11628,1,2,0,0,False,E1,2788,SHADOW/TALL/PLATE
GR32,gr32-010,False,2023.0,FORK,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"E5:normal,C1:tall,E2:plate_v",17,8160,1,2,0,0,False,A1,1590,SHADOW/TALL/PLATE
GR32,gr32-005,False,2021.0,CORNER,TOP+LEFT+RIGHT+BOTTOM,1/1/1,"A5:normal,A1:tall,C4:plate_h",16,6720,1,2,0,0,False,C1,1386,SHADOW/TALL/PLATE
GR28,gr28-011,True,1537.71,FORK,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"D4:normal,C5:normal,A2:plate_v",17,4080,1,2,0,0,False,D5,171,OVERLAP/PLATE
GR28,gr28-007,False,1523.0,BRIDGE,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"A2:normal,B4:normal,C2:plate_h",19,5814,1,2,0,0,False,A1,1394,SHADOW/PLATE
GR28,gr28-013,False,1523.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"B4:normal,E4:normal,C4:plate_h",21,7980,1,2,0,0,False,C3,1748,SHADOW/PLATE
GR28,gr28-014,False,1523.0,WAIST,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"D2:normal,A4:normal,C4:plate_h",21,7980,1,2,0,0,False,E2,1748,SHADOW/PLATE
GR28,gr28-001,False,1522.55,NARROW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"B2:normal,D3:normal,A2:plate_v",15,2730,1,2,0,0,False,B1,455,SHADOW/PLATE
GR28,gr28-002,False,1522.55,NARROW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"A2:normal,B2:normal,C2:plate_h",15,2730,1,2,0,0,False,A1,455,SHADOW/PLATE
GR28,gr28-003,False,1521.0,CORNER,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"B1:normal,C5:normal,B3:plate_v",16,3360,1,2,0,0,False,C1,525,SHADOW/PLATE
GR28,gr28-004,False,1521.0,CORNER,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"A2:normal,E4:normal,C4:plate_h",16,3360,1,2,0,0,False,E3,525,SHADOW/PLATE
GR28,gr28-009,False,1521.0,DIAMOND,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"C1:normal,D4:normal,A3:plate_v",13,1716,1,2,0,0,False,B1,572,SHADOW/PLATE
GR28,gr28-010,False,1521.0,DIAMOND,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"B2:normal,E3:normal,C5:plate_h",13,1716,1,2,0,0,False,B1,572,SHADOW/PLATE
GR28,gr28-015,False,1521.0,BOW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"A3:normal,D4:normal,C1:plate_h",21,7980,1,2,0,0,False,A2,1748,SHADOW/PLATE
GR28,gr28-016,False,1521.0,BOW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"B2:normal,C5:normal,E3:plate_v",21,7980,1,2,0,0,False,B1,1748,SHADOW/PLATE
GR25,gr25-008,False,1520.67,CORNER,TOP+LEFT,2/1/0,"A5:normal,B5:normal,C4:tall",16,1680,1,2,0,0,False,C5,67,OVERLAP/TALL
GR25,gr25-006,False,1520.11,STAIR,TOP+LEFT,2/1/0,"D4:normal,E5:normal,D3:tall",13,858,1,3,0,0,False,D5,11,OVERLAP/TALL
GR28,gr28-005,False,1519.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"C1:normal,A3:normal,A5:plate_v",16,3360,1,2,0,0,False,C2,525,SHADOW/PLATE
GR28,gr28-006,False,1519.0,HOLLOW,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"A3:normal,C5:normal,A1:plate_v",16,3360,1,2,0,0,False,B3,525,SHADOW/PLATE
GR28,gr28-008,False,1519.0,BRIDGE,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"E2:normal,E5:normal,C2:plate_h",19,5814,1,2,0,0,False,E1,1394,SHADOW/PLATE
GR25,gr25-004,False,1517.38,NARROW,TOP+LEFT,2/1/0,"C3:normal,E4:normal,B2:tall",15,1365,1,2,0,0,False,C2,338,SHADOW/TALL
GR28,gr28-012,False,1517.0,FORK,TOP+LEFT+RIGHT+BOTTOM,2/0/1,"C1:normal,A5:normal,E4:plate_v",17,4080,1,2,0,0,False,A4,1080,SHADOW/PLATE
GR25,gr25-016,False,1516.5,FORK,TOP+LEFT,2/1/0,"C2:normal,E4:normal,D2:tall",17,2040,1,2,0,0,False,D2,450,SHADOW/TALL
GR25,gr25-007,False,1515.92,CORNER,TOP+LEFT,2/1/0,"D4:normal,E5:normal,A2:tall",16,1680,1,2,0,0,False,C2,392,SHADOW/TALL
GR25,gr25-012,False,1515.53,BRIDGE,TOP+LEFT,2/1/0,"E2:normal,C4:normal,B1:tall",19,2907,1,2,0,0,False,D1,153,SHADOW/TALL
GR25,gr25-003,False,1515.38,NARROW,TOP+LEFT,2/1/0,"C2:normal,E4:normal,A4:tall",15,1365,1,2,0,0,False,D2,338,SHADOW/TALL
GR25,gr25-011,False,1515.0,BRIDGE,TOP+LEFT,2/1/0,"D4:normal,E5:normal,B4:tall",19,2907,1,2,0,0,False,D5,578,SHADOW/TALL
GR25,gr25-014,False,1514.42,DIAMOND,TOP+LEFT,2/1/0,"E3:normal,C5:normal,C3:tall",13,858,1,2,0,0,False,E3,242,SHADOW/TALL
GR25,gr25-010,False,1513.92,HOLLOW,TOP+LEFT,2/1/0,"B1:normal,C5:normal,E2:tall",16,1680,1,2,0,0,False,C1,392,SHADOW/TALL
GR25,gr25-009,False,1513.15,HOLLOW,TOP+LEFT,2/1/0,"A1:normal,C5:normal,E2:tall",16,1680,1,2,0,0,False,B1,315,SHADOW/TALL
GR25,gr25-001,False,1512.84,CROSS,TOP+LEFT,2/1/0,"B3:normal,C5:normal,C4:tall",9,252,1,2,0,0,False,B4,84,SHADOW/TALL
GR25,gr25-002,True,1512.75,CROSS,TOP+LEFT,2/1/0,"C3:normal,C5:normal,C4:tall",9,252,1,2,0,0,False,C3,75,ZERO/TALL
GR25,gr25-005,False,1512.66,STAIR,TOP+LEFT,2/1/0,"D4:normal,E5:normal,C2:tall",13,858,1,2,0,0,False,E2,66,SHADOW/TALL
GR25,gr25-013,False,1512.66,DIAMOND,TOP+LEFT,2/1/0,"E3:normal,C5:normal,C1:tall",13,858,1,2,0,0,False,E1,66,SHADOW/TALL
GR25,gr25-015,False,1512.5,FORK,TOP+LEFT,2/1/0,"E4:normal,E5:normal,B4:tall",17,2040,1,2,0,0,False,E5,450,SHADOW/TALL
GR29,gr29-007,True,1259.9,WAIST,TOP+LEFT,3/0/0,"D1:normal,E2:normal,C4:normal",21,1330,1,2,0,0,True,E3,190,SHADOW
GR29,gr29-008,False,1259.9,WAIST,TOP+LEFT,3/0/0,"C2:normal,E2:normal,C4:normal",21,1330,1,2,0,0,True,E3,190,SHADOW
GR29,gr29-015,False,1259.9,ROOK,TOP+LEFT,3/0/0,"B3:normal,D4:normal,D5:normal",21,1330,1,2,0,0,True,E5,190,SHADOW
GR29,gr29-016,False,1259.9,ROOK,TOP+LEFT,3/0/0,"D1:normal,C4:normal,D5:normal",21,1330,1,2,0,0,True,E5,190,SHADOW
GR29,gr29-009,False,1259.36,WINDOW,TOP+LEFT,3/0/0,"B1:normal,D3:normal,B5:normal",18,816,1,2,0,0,True,D4,136,SHADOW
GR29,gr29-010,False,1259.36,WINDOW,TOP+LEFT,3/0/0,"A2:normal,D3:normal,B5:normal",18,816,1,2,0,0,True,D4,136,SHADOW
GR29,gr29-005,False,1259.2,FORK,TOP+LEFT,3/0/0,"B2:normal,B4:normal,E4:normal",17,680,1,2,0,0,True,E5,120,SHADOW
GR29,gr29-006,False,1259.2,FORK,TOP+LEFT,3/0/0,"C1:normal,C3:normal,E4:normal",17,680,1,2,0,0,True,E5,120,SHADOW
GR29,gr29-002,False,1258.91,NARROW,TOP+LEFT,3/0/0,"B4:normal,C4:normal,E4:normal",15,455,1,2,0,0,True,C5,91,SHADOW
GR24,gr24-012,True,1011.53,BRIDGE,TOP+LEFT,3/0/0,"B1:normal,E2:normal,C4:normal",19,969,1,2,0,0,False,C1,153,SHADOW
GR24,gr24-003,False,1010.91,NARROW,TOP+LEFT,3/0/0,"C2:normal,D2:normal,E4:normal",15,455,1,2,0,0,False,D2,91,SHADOW
GR29,gr29-013,False,1009.9,FAN,TOP+LEFT,3/0/0,"C3:normal,D3:normal,B5:normal",21,1330,1,2,0,0,False,E3,190,SHADOW
GR29,gr29-014,False,1009.9,FAN,TOP+LEFT,3/0/0,"A1:normal,D3:normal,B5:normal",21,1330,1,2,0,0,False,A2,190,SHADOW
GR24,gr24-011,False,1009.53,BRIDGE,TOP+LEFT,3/0/0,"C2:normal,D4:normal,E5:normal",19,969,1,2,0,0,False,C3,153,SHADOW
GR29,gr29-003,False,1009.53,BRIDGE,TOP+LEFT,3/0/0,"A1:normal,E2:normal,C4:normal",19,969,1,2,0,0,False,A2,153,SHADOW
GR29,gr29-004,False,1009.53,BRIDGE,TOP+LEFT,3/0/0,"B2:normal,E2:normal,C4:normal",19,969,1,2,0,0,False,B3,153,SHADOW
GR29,gr29-011,False,1009.53,GRID,TOP+LEFT,3/0/0,"A2:normal,A3:normal,E4:normal",19,969,1,2,0,0,False,A3,153,SHADOW
GR29,gr29-012,False,1009.53,GRID,TOP+LEFT,3/0/0,"A1:normal,C4:normal,E4:normal",19,969,1,2,0,0,False,A2,153,SHADOW
GR24,gr24-015,False,1009.2,FORK,TOP+LEFT,3/0/0,"B4:normal,E4:normal,C5:normal",17,680,1,2,0,0,False,E5,120,SHADOW
GR24,gr24-016,False,1009.2,FORK,TOP+LEFT,3/0/0,"E1:normal,A4:normal,E4:normal",17,680,1,2,0,0,False,B4,120,SHADOW
GR24,gr24-007,False,1009.05,CORNER,TOP+LEFT,3/0/0,"B4:normal,D4:normal,E5:normal",16,560,1,2,0,0,False,C4,105,SHADOW
GR24,gr24-008,False,1009.05,CORNER,TOP+LEFT,3/0/0,"A2:normal,D4:normal,E5:normal",16,560,1,2,0,0,False,A3,105,SHADOW
GR24,gr24-009,False,1009.05,HOLLOW,TOP+LEFT,3/0/0,"A1:normal,E3:normal,C5:normal",16,560,1,2,0,0,False,B1,105,SHADOW
GR24,gr24-010,False,1009.05,HOLLOW,TOP+LEFT,3/0/0,"E3:normal,A4:normal,C5:normal",16,560,1,2,0,0,False,B4,105,SHADOW
GR24,gr24-004,False,1008.91,NARROW,TOP+LEFT,3/0/0,"B2:normal,E2:normal,E4:normal",15,455,1,2,0,0,False,C2,91,SHADOW
GR29,gr29-001,False,1008.91,NARROW,TOP+LEFT,3/0/0,"A2:normal,D2:normal,E4:normal",15,455,1,2,0,0,False,E2,91,SHADOW
GR24,gr24-005,False,1008.66,STAIR,TOP+LEFT,3/0/0,"A1:normal,D4:normal,E5:normal",13,286,1,2,0,0,False,B1,66,SHADOW
GR24,gr24-006,False,1008.66,STAIR,TOP+LEFT,3/0/0,"D3:normal,D4:normal,E5:normal",13,286,1,2,0,0,False,E3,66,SHADOW
GR24,gr24-013,False,1008.66,DIAMOND,TOP+LEFT,3/0/0,"E3:normal,B4:normal,C5:normal",13,286,1,2,0,0,False,B5,66,SHADOW
GR24,gr24-014,False,1008.66,DIAMOND,TOP+LEFT,3/0/0,"C2:normal,E3:normal,C5:normal",13,286,1,2,0,0,False,D2,66,SHADOW
GR24,gr24-001,False,1008.28,CROSS,TOP+LEFT,3/0/0,"C1:normal,E3:normal,C5:normal",9,84,1,2,0,0,False,D1,28,SHADOW
GR24,gr24-002,False,1008.28,CROSS,TOP+LEFT,3/0/0,"D3:normal,E3:normal,C5:normal",9,84,1,2,0,0,False,E3,28,SHADOW
